"from_dst_end","within_variation"
-120,0.905864668790615
-119,0.875781452198182
-118,0.866132038905415
-117,0.867658244492651
-116,0.875309614628336
-115,0.885866279916072
-114,0.903517727839785
-113,0.908311562879702
-112,0.883447537443515
-111,0.87312583026482
-110,0.873673054978847
-109,0.879069772616406
-108,0.886524592826304
-107,0.904638081063779
-106,0.911027247816051
-105,0.881851512809882
-104,0.875111995642872
-103,0.879938413623403
-102,0.884084962122331
-101,0.889338080481034
-100,0.903162500773934
-99,0.912116623521563
-98,0.882216044015574
-97,0.878504189573365
-96,0.880427233796788
-95,0.875158727596205
-94,0.886808685220495
-93,0.902333385359635
-92,0.908799317416074
-91,0.879932140903298
-90,0.876439449517928
-89,0.872186877281822
-88,0.875064080053568
-87,0.885088471661724
-86,0.895031226383933
-85,0.905582948456281
-84,0.877374682106415
-83,0.872601351303583
-82,0.868223342249767
-81,0.870632164367799
-80,0.877692740646708
-79,0.89080190729632
-78,0.899262349604678
-77,0.87300591931922
-76,0.86916567269352
-75,0.86679763094239
-74,0.866050401784555
-73,0.87374345540251
-72,0.890501366118639
-71,0.896077332956754
-70,0.859233563338823
-69,0.854594229396486
-68,0.858264224246748
-67,0.860371416677141
-66,0.863594666064771
-65,0.886152424732106
-64,0.898753519571919
-63,0.865940682058165
-62,0.856382909961624
-61,0.84632952730542
-60,0.852281556191893
-59,0.857655114574722
-58,0.882135672154139
-57,0.884414273694903
-56,0.843217860124543
-55,0.838574897381268
-54,0.841371908357216
-53,0.84387992529862
-52,0.854906392247871
-51,0.87362630617597
-50,0.884515037005192
-49,0.839788769101539
-48,0.837811404890153
-47,0.839675532008951
-46,0.840212730715283
-45,0.849608686864912
-44,0.861945634057897
-43,0.87129709138808
-42,0.828221578894929
-41,0.824750785037225
-40,0.825396513625724
-39,0.833331423246961
-38,0.835516783077537
-37,0.852526876234299
-36,0.863295483816093
-35,0.825670361116057
-34,0.818363248157265
-33,0.823198133124058
-32,0.8237333976294
-31,0.829812873134272
-30,0.855747004715297
-29,0.861211395981556
-28,0.823535061998237
-27,0.816707431647926
-26,0.81590796745389
-25,0.819257695262911
-24,0.822604425892601
-23,0.849242785551606
-22,0.857021932287643
-21,0.816128047854209
-20,0.812286753360394
-19,0.815158672696185
-18,0.817543476442313
-17,0.825071013042497
-16,0.849028924098071
-15,0.85955198470846
-14,0.820059238990938
-13,0.81345477355584
-12,0.8186698049263
-11,0.821681116667084
-10,0.820791351416165
-9,0.849350468685713
-8,0.857845629950768
-7,0.819011261234219
-6,0.815129475020016
-5,0.81183692274461
-4,0.817293616690791
-3,0.824182194853538
-2,0.850703234627997
-1,0.859648504602306
0,0.816704844378869
1,0.820139809199099
2,0.816231976955973
3,0.811869496587403
4,0.820198311155032
5,0.837718676928189
6,0.842642740263775
7,0.800014355283968
8,0.804796031355031
9,0.804815755154161
10,0.805354592505092
11,0.814769135953964
12,0.81932437376528
13,0.831944301843582
14,0.788826331664708
15,0.795092311358577
16,0.798628098453433
17,0.810352944028722
18,0.807306580079257
19,0.825195981200417
20,0.826180287709599
21,0.780778772851231
22,0.77982892950266
23,0.786523493689043
24,0.786719746758943
25,0.790515580423836
26,0.810478296204112
27,0.807824053557939
28,0.757850118915154
29,0.762042607017295
30,0.767771899349246
31,0.771386389520849
32,0.771434781936015
33,0.778992523065011
34,0.78151645950171
35,0.740840928851507
36,0.748668965375301
37,0.754795149191046
38,0.763596755803594
39,0.767479475154367
40,0.779333997651375
41,0.776676985763303
42,0.739797101775889
43,0.748359847521776
44,0.754152570716875
45,0.760886601169366
46,0.767301342097106
47,0.778098565363582
48,0.747436113668767
49,0.71236643996777
50,0.776816438382185
51,0.778952885310118
52,0.789064071243652
53,0.790453985206582
54,0.787667541038811
55,0.757262897545284
56,0.712448510029207
57,0.772805449364101
58,0.801267116976273
59,0.804381433398225
60,0.811610834101789
61,0.825107893273589
62,0.883994162276955
63,0.766552274968184
64,0.759893012028373
65,0.747973138744764
66,0.753817382220368
67,0.758719015801155
68,0.765201234643187
69,0.751277610444804
70,0.750368044189219
71,0.737416238879662
72,0.74574033086309
73,0.761978679736398
74,0.792031264886701
75,0.786455287811097
76,0.767368817184428
77,0.770718743129664
78,0.753003325335141
79,0.755023112823078
80,0.765859637972981
81,0.772194112483917
82,0.781029778357523
83,0.76307065185366
84,0.718013528686737
85,0.717414259350717
86,0.759680664127223
87,0.768874084003056
88,0.787107473523793
89,0.76579932225791
90,0.767678549877942
91,0.749769152049583
92,0.691950466295781
93,0.712754675659367
94,0.719270578384048
95,0.73022607823061
96,0.71416635830891
97,0.696738220059111
98,0.686449521498304
99,0.692120668690817
100,0.705674929226157
101,0.704467878503785
102,0.721091409847004
103,0.708753894235161
104,0.706166429828488
105,0.676140637758496
106,0.685982164144084
107,0.700765009154996
108,0.687784313142739
109,0.694940676985171
110,0.697370162560513
111,0.683071533715241
112,0.675743857576912
113,0.692603834049592
114,0.695749555211905
115,0.721158829773039
116,0.750837057668003
117,1.1126377655359
118,1.13140773024781
119,1.14183936569163
120,1.08990523765281
121,1.10160464386442
122,1.11821396862279
123,1.11602306906789
124,1.11578829905801
125,1.15008685810723
126,1.11628013263457
127,1.0880447876263
128,1.10717228436172
129,1.1048692529867
130,1.10054457187282
131,1.11421704511995
132,1.09015193817592
133,1.08217095537375
134,1.07814743575973
135,1.08760068970424
136,1.10442635045691
137,1.12714413185238
138,1.14788221922511
139,1.19004253219315
